date,task,artifact_type,path,source_script,input_paths,description,notes
2026-05-19,fig1d_new_steepness_longevity,csv,saved_results/steepness_longevity_sweden2019_sensitivity/fig1d_new_steepness_longevity_shaded_envelopes.csv,src/figures/steepness_longevity/make_fig1d_new_steepness_longevity.py,saved_results/steepness_longevity_sweden2019_sensitivity/metrics_long.csv,Polygon coordinates for Fig1D_new shaded sensitivity ribbons,Derived from point-wise x/y 95% sensitivity intervals by local-width projection around each mean curve; includes endpoint caps for display
2026-05-19,baseline_fit_lookup,documentation,README.md,,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json,Added README lookup notes for current Sweden and USA baseline fits,"Points to joint2019_tail90_sweden_emphasis, hybrid2019_swe_tail90_usa_refit, methods_log, and the Sweden 2019 sensitivity README"
2026-05-20,usa2019_steepness_longevity_sensitivity,csv,saved_results/steepness_longevity_usa2019_sensitivity/metrics_long.csv,src/figures/steepness_longevity/run_usa2019_sensitivity.py,saved_results/fit_archive/records/hybrid2019_swe_tail90_usa_refit.json,Checkpointed long-form metrics for the USA 2019 Fig3 steepness-longevity sensitivity grid,Baseline h_ext=0; separate absolute h_ext sweep from 1e-4 to 1e-2; 6 from_t values per run
2026-05-20,usa2019_steepness_longevity_sensitivity,metadata,saved_results/steepness_longevity_usa2019_sensitivity/manifest.json,src/figures/steepness_longevity/run_usa2019_sensitivity.py,saved_results/fit_archive/records/hybrid2019_swe_tail90_usa_refit.json,Run configuration for the USA 2019 Fig3 steepness-longevity sensitivity grid,"Includes baseline parameters, nuisance factors, focal factors, h_ext values, n, tmax, and dt"
2026-05-20,usa2019_steepness_longevity_sensitivity,csv,saved_results/steepness_longevity_usa2019_sensitivity/baseline_scenarios.csv,src/figures/steepness_longevity/run_usa2019_sensitivity.py,saved_results/fit_archive/records/hybrid2019_swe_tail90_usa_refit.json,Central and one-at-a-time nuisance baseline scenarios for the USA 2019 sensitivity run,"Central plus eta, beta, epsilon, Xc, and fractional Xc heterogeneity at 0.8x and 1.2x"
2026-05-20,usa2019_steepness_longevity_sensitivity,documentation,saved_results/steepness_longevity_usa2019_sensitivity/README.md,src/figures/steepness_longevity/run_usa2019_sensitivity.py,saved_results/fit_archive/records/hybrid2019_swe_tail90_usa_refit.json,Brief description of the USA 2019 steepness-longevity sensitivity outputs,Math written in LaTeX
2026-05-20,fig3_usa_steepness_longevity,figure,Figures_new/Fig3_new/fig3_usa_steepness_longevity.png,src/figures/steepness_longevity/make_fig3_usa_steepness_longevity.py,saved_results/steepness_longevity_usa2019_sensitivity/metrics_long.csv,PNG preview of USA 2019 Fig3 steepness-longevity response plane with shaded sensitivity ribbons,Mean curve across baseline perturbations; shaded ribbons derived from empirical x/y 2.5-97.5% sensitivity intervals
2026-05-20,fig3_usa_steepness_longevity,figure,Figures_new/Fig3_new/fig3_usa_steepness_longevity.pdf,src/figures/steepness_longevity/make_fig3_usa_steepness_longevity.py,saved_results/steepness_longevity_usa2019_sensitivity/metrics_long.csv,Vector PDF of USA 2019 Fig3 steepness-longevity response plane,Matplotlib PDF with editable text where supported
2026-05-20,fig3_usa_steepness_longevity,csv,saved_results/steepness_longevity_usa2019_sensitivity/fig3_usa_steepness_longevity_plot_data.csv,src/figures/steepness_longevity/make_fig3_usa_steepness_longevity.py,saved_results/steepness_longevity_usa2019_sensitivity/metrics_long.csv,Normalized run-level data used by the USA 2019 Fig3 plot,x=median lifespan relative to scenario baseline; y=IQR steepness relative to scenario baseline
2026-05-20,fig3_usa_steepness_longevity,csv,saved_results/steepness_longevity_usa2019_sensitivity/fig3_usa_steepness_longevity_point_intervals.csv,src/figures/steepness_longevity/make_fig3_usa_steepness_longevity.py,saved_results/steepness_longevity_usa2019_sensitivity/metrics_long.csv,Factor-wise mean positions and empirical x/y 95% sensitivity intervals for USA 2019 Fig3,Excludes median-lifespan points within 5 years of tmax to avoid finite-horizon artifacts
2026-05-20,fig3_usa_steepness_longevity,csv,saved_results/steepness_longevity_usa2019_sensitivity/fig3_usa_steepness_longevity_shaded_envelopes.csv,src/figures/steepness_longevity/make_fig3_usa_steepness_longevity.py,saved_results/steepness_longevity_usa2019_sensitivity/metrics_long.csv,Polygon coordinates for USA 2019 Fig3 shaded sensitivity ribbons,Derived from point-wise x/y 95% sensitivity intervals by local-width projection around each mean curve; includes endpoint caps for display
2026-05-20,fig3_usa_steepness_longevity,documentation,docs/methods_log.md,,saved_results/steepness_longevity_usa2019_sensitivity/metrics_long.csv,Methods log entry for USA 2019 Fig3 steepness-longevity sensitivity plane,"Documents baseline, normalization, h_ext handling, extra checkpointed kappa rows, and sensitivity envelope definition"
2026-05-20,fig2_new_composite,figure,Figures_new/Fig2_new/Fig2_new.ai,src/figures/Fig2_new/make_fig2_composite_illustrator.jsx,Figures_new/Fig2_new/fig2a_new.pdf; Figures_new/Fig2_new/fig2b_new.pdf; Figures_new/Fig2_new/fig2c_new.pdf; Figures_new/Fig2_new/fig2de_new.pdf,Editable Illustrator composite for new Fig. 2,Composed from embedded vector PDFs; PNG is preview only
2026-05-20,fig2_new_composite,figure,Figures_new/Fig2_new/Fig2_new.pdf,src/figures/Fig2_new/make_fig2_composite_illustrator.jsx,Figures_new/Fig2_new/fig2a_new.pdf; Figures_new/Fig2_new/fig2b_new.pdf; Figures_new/Fig2_new/fig2c_new.pdf; Figures_new/Fig2_new/fig2de_new.pdf,Vector PDF composite for new Fig. 2,Saved from Illustrator with embedded vector panel PDFs
2026-05-20,fig2_new_composite,figure,Figures_new/Fig2_new/Fig2_new.png,src/figures/Fig2_new/make_fig2_composite_illustrator.jsx,Figures_new/Fig2_new/Fig2_new.ai,PNG preview of new Fig. 2 composite,Preview used for visual QA; not the submission vector artifact
2026-05-20,Fig4_new Sweden period steepness-longevity projection,csv,saved_results/fig4_new/sweden_period_steepness_longevity_projection.csv,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/steepness_longevity_sweden2019_sensitivity/metrics_long.csv,Saved per-year Sweden period projection coordinates for Fig4 A/B.,Includes raw HMD and extrinsic-removed GGM coordinates.
2026-05-20,Fig4_new Sweden period steepness-longevity projection,figure,Figures_new/Fig4_new/fig4_ab_sweden_period_projection.png,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/sweden_period_steepness_longevity_projection.csv,New Fig4 A/B PNG with Sweden period coordinates over the Figure 1E SR baseline.,Matching PDF saved next to the PNG.
2026-05-20,artificial_survival_time_xdisease_exploration,documentation,src/exploration/artificial_survival_time/README.md,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json,Markdown report for disease-threshold SR exploration.,"Compares baseline, fixed Xdisease, and proportional Xdisease threshold shifts."
2026-05-20,artificial_survival_time_xdisease_exploration,simulation_cache,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json,"Compressed per-person disease, death, healthspan, and sickspan event arrays.",Matched baseline Xc heterogeneity across all scenarios.
2026-05-20,artificial_survival_time_xdisease_exploration,csv,saved_results/csv/artificial_survival_time_summary.csv,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,"Scenario-level lifespan, healthspan, and sickspan summaries.",Healthspan is age at first Xdisease crossing or death/censoring if never sick.
2026-05-20,artificial_survival_time_xdisease_exploration,csv,saved_results/csv/artificial_survival_time_state_composition.csv,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,"Age-specific healthy alive, sick alive, and dead fractions.",Used for the stacked state-composition plots.
2026-05-20,artificial_survival_time_xdisease_exploration,figure,src/exploration/artificial_survival_time/plots/01_lifespan_healthspan_survival.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Exploratory PNG: 01 lifespan healthspan survival.,PNG-only exploratory output.
2026-05-20,artificial_survival_time_xdisease_exploration,figure,src/exploration/artificial_survival_time/plots/02_sickspan_survival.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Exploratory PNG: 02 sickspan survival.,PNG-only exploratory output.
2026-05-20,artificial_survival_time_xdisease_exploration,figure,src/exploration/artificial_survival_time/plots/03_health_sick_stacked_bars.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Exploratory PNG: 03 health sick stacked bars.,PNG-only exploratory output.
2026-05-20,artificial_survival_time_xdisease_exploration,figure,src/exploration/artificial_survival_time/plots/04_age_specific_state_composition.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Exploratory PNG: 04 age specific state composition.,PNG-only exploratory output.
2026-05-20,artificial_survival_time_xdisease_exploration,figure,src/exploration/artificial_survival_time/plots/05_sick_fraction_of_life.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Exploratory PNG: 05 sick fraction of life.,PNG-only exploratory output.
2026-05-20,artificial_survival_time_xdisease_exploration,figure,src/exploration/artificial_survival_time/plots/06_event_age_quantiles.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Exploratory PNG: 06 event age quantiles.,PNG-only exploratory output.
2026-05-20,artificial_survival_time_xdisease_exploration,figure,src/exploration/artificial_survival_time/plots/07_disease_vs_death_age_scatter.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Exploratory PNG: 07 disease vs death age scatter.,PNG-only exploratory output.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/steepness_longevity_sweden2019_sensitivity/metrics_long.csv,Saved per-year Denmark period projection coordinates for Fig4 A/B.,Includes raw HMD and extrinsic-removed GGM coordinates.
2026-05-20,Fig4_new country period steepness-longevity projection,figure,Figures_new/Fig4_new/fig4_ab_denmark_period_projection.png,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,New Fig4 A/B PNG with Denmark period coordinates over the Figure 1E SR baseline.,Matching PDF saved next to the PNG.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/country_period_steepness_longevity_projection.csv,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/steepness_longevity_sweden2019_sensitivity/metrics_long.csv,Combined Sweden and Denmark period coordinates for Fig4.,Used as input to Fig4C and Fig4D fitted parameter projections.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/fig4c_extrinsic_mortality_projection.csv,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/country_period_steepness_longevity_projection.csv,Fig4C fitted extrinsic mortality estimates and CIs.,CIs are across Figure 1E scenario-specific h_ext curves.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/fig4d_robustness_projection.csv,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/country_period_steepness_longevity_projection.csv,Fig4D fitted robustness estimates and CIs.,CIs are across Figure 1E scenario-specific Xc curves.
2026-05-20,Fig4_new country period steepness-longevity projection,figure,Figures_new/Fig4_new/Fig4C.png,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/fig4c_extrinsic_mortality_projection.csv,New Fig4C PNG: extrinsic mortality projection over time.,Matching PDF saved next to the PNG.
2026-05-20,Fig4_new country period steepness-longevity projection,figure,Figures_new/Fig4_new/Fig4D.png,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/fig4d_robustness_projection.csv,New Fig4D PNG: robustness projection over time.,Matching PDF saved next to the PNG.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/sweden_period_makeham_m_fit_ci.csv,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/sweden_period_steepness_longevity_projection.csv,Cached Sweden period GGM Makeham m fit covariance intervals.,Used by Fig4C so style changes do not rerun yearly GGM covariance fits.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/fig4d_robustness_extrapolation.csv,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/fig4d_robustness_projection.csv,Fig4D_extrap observed 1980-2020 robustness and linear/exponential extrapolations to 2100.,Linear and log-linear slopes fit over 1980-2020 and anchored at the 2020 estimate.
2026-05-20,Fig4_new country period steepness-longevity projection,figure,Figures_new/Fig4_new/Fig4D_extrap.png,src/figures/Fig4_new/make_fig4_ab_sweden_period_projection.py,saved_results/fig4_new/fig4d_robustness_extrapolation.csv,New Fig4D_extrap PNG: Sweden robustness extrapolation to 2100.,Matching PDF saved next to the PNG.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/denmark_period_makeham_m_fit_ci.csv,src/figures/Fig4_new/make_figs4_denmark_abcd.py,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,Cached Denmark period GGM Makeham m fit covariance intervals.,Used by the Denmark supplemental Fig4C panel.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/denmark_fig4c_extrinsic_mortality_projection.csv,src/figures/Fig4_new/make_figs4_denmark_abcd.py,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,Denmark supplemental Fig4C fitted Makeham m estimates with 95% CIs.,CIs use a lognormal delta-method interval from the GGM curve_fit covariance.
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/denmark_fig4d_robustness_projection.csv,src/figures/Fig4_new/make_figs4_denmark_abcd.py,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,Denmark supplemental Fig4D fitted robustness estimates and CIs.,CIs are across Figure 1E scenario-specific Xc curves.
2026-05-20,Fig4_new country period steepness-longevity projection,figure,Figures_new/Fig4_new/FigS4_denmark_abcd.png,src/figures/Fig4_new/make_figs4_denmark_abcd.py,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,Denmark supplemental Fig4 A-D PNG.,Panels A/B use Fig1E baseline; panels C/D use fitted Makeham m and Xc with CIs.
2026-05-20,figs1_parameter_distribution_supplement,figure,Figures_new/FigS1/figs1_parameter_distributions_pretty.png,src/figures/FigS1/make_parameter_distribution_supplement.py,src/notebooks/param_distributions_investigation.ipynb,PNG preview of the refreshed supplemental parameter-distribution figure.,Legacy 20% one-parameter heterogeneity simulations; distribution panels use 10-year lifespan intervals.
2026-05-20,figs1_parameter_distribution_supplement,figure,Figures_new/FigS1/figs1_parameter_distributions_pretty.pdf,src/figures/FigS1/make_parameter_distribution_supplement.py,src/notebooks/param_distributions_investigation.ipynb,Vector PDF of the refreshed supplemental parameter-distribution figure.,Matplotlib PDF with editable text where supported.
2026-05-20,supp_artificial_survival_time_xdisease_075,figure,Figures_new/Supp_Figgs/supp_artificial_survival_time_xdisease_075.png,src/exploration/artificial_survival_time/make_artificial_survival_time_exploration.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Two-panel supplementary PNG for artificial-survival-time disease-threshold analysis.,Uses Xdisease = 0.75 Xc; includes age-specific state composition and sick-life fraction.
2026-05-21,supp_artificial_survival_threshold_schematic,figure,Figures_new/Supp_Figgs/supp_artificial_survival_threshold_schematic.png,src/exploration/artificial_survival_time/make_threshold_schematic.py,,Standalone schematic for disease and death threshold shifts.,"Three panels: baseline, death-threshold-only increase, and proportional disease/death threshold increase."
2026-05-21,supp_artificial_survival_composite,figure,Figures_new/Supp_Figgs/supp_artificial_survival_composite.png,src/figures/Supp_Figgs/make_supp_artificial_survival_composite.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,PNG preview of artificial-survival-time supplementary composite.,"Rows show schematic thresholds, age-specific state composition, and median sick span as a percentage of lifespan."
2026-05-21,supp_artificial_survival_composite,figure,Figures_new/Supp_Figgs/supp_artificial_survival_composite.pdf,src/figures/Supp_Figgs/make_supp_artificial_survival_composite.py,saved_results/cache/simulations/artificial_survival_time/matched_sweden2019_event_times.npz,Vector PDF of artificial-survival-time supplementary composite.,"Rows show schematic thresholds, age-specific state composition, and median sick span as a percentage of lifespan."
2026-05-20,Fig4_new country period steepness-longevity projection,csv,saved_results/fig4_new/denmark_fig4d_robustness_extrapolation.csv,src/figures/Fig4_new/make_figs4_denmark_abcd.py,saved_results/fig4_new/denmark_fig4d_robustness_projection.csv,Denmark supplemental Fig4D observed robustness and 2100 extrapolations.,Linear and log-linear slopes fit over 1980-2020 and anchored at the 2020 estimate.
2026-05-20,Fig4_new country period steepness-longevity projection,figure,Figures_new/Fig4_new/denmark Fig4.png,src/figures/Fig4_new/make_figs4_denmark_abcd.py,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,Denmark Fig4 A-D PNG.,Panels A/B use Fig1E baseline from age 20; panel C uses fitted Makeham m; panel D shows Xc projection to 2100.
2026-05-20,Fig4_new country period steepness-longevity projection,figure,Figures_new/Fig4_new/denmark Fig4.pdf,src/figures/Fig4_new/make_figs4_denmark_abcd.py,saved_results/fig4_new/denmark_period_steepness_longevity_projection.csv,Denmark Fig4 A-D vector PDF.,Panels A/B use Fig1E baseline from age 20; panel C uses fitted Makeham m; panel D shows Xc projection to 2100.
2026-05-19,fig2a_new_survival_tail,figure,Figures_new/Fig2_new/fig2a_new.png,src/figures/Fig2_new/make_fig2a_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of new Fig2a survival-tail heterogeneity panel,"Sweden 2019 baseline; 15% Xc, 25% epsilon, 5% eta, and 5% beta heterogeneity; compared with Sweden 2019 HMD; conditional on age 90; shaded bands are all-parameter fit-CI endpoint envelopes"
2026-05-19,fig2a_new_survival_tail,figure,Figures_new/Fig2_new/fig2a_new.pdf,src/figures/Fig2_new/make_fig2a_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of new Fig2a survival-tail heterogeneity panel,Matplotlib PDF with editable text where supported
2026-05-19,fig2a_new_survival_tail,csv,saved_results/csv/fig2a_new_conditional_survival.csv,src/figures/Fig2_new/make_fig2a_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json,Conditional survival source data for Fig2a_new,All curves normalized to survival at age 90
2026-05-19,fig2a_new_survival_tail,csv,saved_results/csv/fig2a_new_fit_ci_envelopes.csv,src/figures/Fig2_new/make_fig2a_new.py,saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Pointwise fit-CI endpoint envelopes for Fig2a_new shaded bands,"Envelope is min/max across central and lower/upper 95% CI endpoint perturbations of eta, beta, epsilon, and Sweden Xc for each drawn heterogeneity curve"
2026-05-19,fig2b_new_max_lifespan_heterogeneity,figure,Figures_new/Fig2_new/fig2b_new.png,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,PNG preview of fig2b_new_max_lifespan_heterogeneity,Sweden 2019 baseline; shaded bands are one-at-a-time fit-CI endpoint envelopes
2026-05-19,fig2b_new_max_lifespan_heterogeneity,figure,Figures_new/Fig2_new/fig2b_new.pdf,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Vector PDF of fig2b_new_max_lifespan_heterogeneity,Matplotlib PDF with editable text where supported
2026-05-19,fig2b_new_max_lifespan_heterogeneity,csv,saved_results/csv/fig2b_new_max_lifespan_heterogeneity.csv,src/figures/Fig2_new/make_fig2bc_new.py,saved_results/fit_archive/records/joint2019_tail90_sweden_emphasis.json; saved_results/fit_archive/ci/joint2019_tail90_sweden_emphasis_ci.csv,Central source data for fig2b_new_max_lifespan_heterogeneity,Central Sweden 2019 baseline rows
